Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Track,Year
0 days 02:16:39.230000,HAM,44,0 days 00:01:21.749000,49,2,,,0 days 00:00:25.948000,0 days 00:00:28.317000,0 days 00:00:27.484000,0 days 02:15:43.412000,0 days 02:16:11.729000,0 days 02:16:39.213000,214,253,282,286,TRUE,MEDIUM,31,TRUE,Mercedes,0 days 02:15:17.481000,16:17.5,1,14,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:18:00.649000,HAM,44,0 days 00:01:21.419000,50,2,,,0 days 00:00:25.605000,0 days 00:00:28.359000,0 days 00:00:27.455000,0 days 02:17:04.818000,0 days 02:17:33.177000,0 days 02:18:00.632000,216,252,283,285,TRUE,MEDIUM,32,TRUE,Mercedes,0 days 02:16:39.230000,17:39.2,1,14,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:06:43.664000,OCO,31,0 days 00:02:29.604000,2,1,,,0 days 00:00:51.806000,0 days 00:00:48.616000,0 days 00:00:49.182000,0 days 01:05:05.865000,0 days 01:05:54.481000,0 days 01:06:43.663000,184,73,150,162,TRUE,INTERMEDIATE,2,TRUE,Alpine,0 days 01:04:14.060000,05:14.1,4,13,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:09:00.053000,OCO,31,0 days 00:02:16.389000,3,1,,,0 days 00:00:40.654000,0 days 00:00:46.932000,0 days 00:00:48.803000,0 days 01:07:24.317000,0 days 01:08:11.249000,0 days 01:09:00.052000,177,149,197,102,TRUE,INTERMEDIATE,3,TRUE,Alpine,0 days 01:06:43.664000,07:43.7,4,13,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:11:10.507000,OCO,31,0 days 00:02:10.454000,4,1,,,0 days 00:00:36.776000,0 days 00:00:43.449000,0 days 00:00:50.229000,0 days 01:09:36.828000,0 days 01:10:20.277000,0 days 01:11:10.506000,189,120,264,116,TRUE,INTERMEDIATE,4,TRUE,Alpine,0 days 01:09:00.053000,10:00.1,41,13,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:12:48.919000,OCO,31,0 days 00:01:38.412000,5,1,,,0 days 00:00:32.035000,0 days 00:00:33.012000,0 days 00:00:33.365000,0 days 01:11:42.541000,0 days 01:12:15.553000,0 days 01:12:48.918000,195,243,265,225,TRUE,INTERMEDIATE,5,TRUE,Alpine,0 days 01:11:10.507000,12:10.5,1,13,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:14:24.085000,OCO,31,0 days 00:01:35.166000,6,1,,,0 days 00:00:30.569000,0 days 00:00:32.185000,0 days 00:00:32.412000,0 days 01:13:19.487000,0 days 01:13:51.672000,0 days 01:14:24.084000,196,240,265,223,TRUE,INTERMEDIATE,6,TRUE,Alpine,0 days 01:12:48.919000,13:48.9,1,12,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:15:56.692000,OCO,31,0 days 00:01:32.607000,7,1,,,0 days 00:00:29.474000,0 days 00:00:31.351000,0 days 00:00:31.782000,0 days 01:14:53.558000,0 days 01:15:24.909000,0 days 01:15:56.691000,198,239,263,231,TRUE,INTERMEDIATE,7,TRUE,Alpine,0 days 01:14:24.085000,15:24.1,1,12,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:19:01.845000,OCO,31,0 days 00:01:32.435000,9,1,,,0 days 00:00:29.430000,0 days 00:00:31.558000,0 days 00:00:31.447000,0 days 01:17:58.839000,0 days 01:18:30.397000,0 days 01:19:01.844000,194,235,264,252,TRUE,INTERMEDIATE,9,TRUE,Alpine,0 days 01:17:29.410000,18:29.4,1,12,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:36:37.641000,OCO,31,0 days 00:01:26.994000,20,2,,,0 days 00:00:28.099000,0 days 00:00:29.462000,0 days 00:00:29.433000,0 days 01:35:38.745000,0 days 01:36:08.207000,0 days 01:36:37.640000,207,247,272,249,TRUE,MEDIUM,2,TRUE,Alpine,0 days 01:35:10.647000,36:10.7,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:38:03.165000,OCO,31,0 days 00:01:25.524000,21,2,,,0 days 00:00:27.683000,0 days 00:00:29.095000,0 days 00:00:28.746000,0 days 01:37:05.323000,0 days 01:37:34.418000,0 days 01:38:03.164000,,245,272,271,TRUE,MEDIUM,3,TRUE,Alpine,0 days 01:36:37.641000,37:37.7,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:39:27.947000,OCO,31,0 days 00:01:24.782000,22,2,,,0 days 00:00:27.265000,0 days 00:00:28.981000,0 days 00:00:28.536000,0 days 01:38:30.429000,0 days 01:38:59.410000,0 days 01:39:27.946000,206,244,273,272,TRUE,MEDIUM,4,TRUE,Alpine,0 days 01:38:03.165000,39:03.2,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:40:52.064000,OCO,31,0 days 00:01:24.117000,23,2,,,0 days 00:00:27.042000,0 days 00:00:28.858000,0 days 00:00:28.217000,0 days 01:39:54.988000,0 days 01:40:23.846000,0 days 01:40:52.063000,209,245,271,277,TRUE,MEDIUM,5,TRUE,Alpine,0 days 01:39:27.947000,40:28.0,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:42:15.401000,OCO,31,0 days 00:01:23.337000,24,2,,,0 days 00:00:26.858000,0 days 00:00:28.578000,0 days 00:00:27.901000,0 days 01:41:18.921000,0 days 01:41:47.499000,0 days 01:42:15.400000,207,245,272,278,TRUE,MEDIUM,6,TRUE,Alpine,0 days 01:40:52.064000,41:52.1,12,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:46:26.688000,OCO,31,0 days 00:01:23.129000,27,2,,,0 days 00:00:26.645000,0 days 00:00:28.615000,0 days 00:00:27.869000,0 days 01:45:30.203000,0 days 01:45:58.818000,0 days 01:46:26.687000,210,247,273,277,TRUE,MEDIUM,9,TRUE,Alpine,0 days 01:45:03.559000,46:03.6,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:47:49.551000,OCO,31,0 days 00:01:22.863000,28,2,,,0 days 00:00:26.514000,0 days 00:00:28.492000,0 days 00:00:27.857000,0 days 01:46:53.201000,0 days 01:47:21.693000,0 days 01:47:49.550000,209,246,272,277,TRUE,MEDIUM,10,TRUE,Alpine,0 days 01:46:26.688000,47:26.7,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:49:12.167000,OCO,31,0 days 00:01:22.616000,29,2,,,0 days 00:00:26.414000,0 days 00:00:28.490000,0 days 00:00:27.712000,0 days 01:48:15.964000,0 days 01:48:44.454000,0 days 01:49:12.166000,211,245,272,275,TRUE,MEDIUM,11,TRUE,Alpine,0 days 01:47:49.551000,48:49.6,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:50:34.604000,OCO,31,0 days 00:01:22.437000,30,2,,,0 days 00:00:26.329000,0 days 00:00:28.401000,0 days 00:00:27.707000,0 days 01:49:38.495000,0 days 01:50:06.896000,0 days 01:50:34.603000,209,245,272,276,TRUE,MEDIUM,12,TRUE,Alpine,0 days 01:49:12.167000,50:12.2,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:51:56.963000,OCO,31,0 days 00:01:22.359000,31,2,,,0 days 00:00:26.212000,0 days 00:00:28.453000,0 days 00:00:27.694000,0 days 01:51:00.815000,0 days 01:51:29.268000,0 days 01:51:56.962000,211,246,273,277,TRUE,MEDIUM,13,TRUE,Alpine,0 days 01:50:34.604000,51:34.6,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:53:19.255000,OCO,31,0 days 00:01:22.292000,32,2,,,0 days 00:00:26.284000,0 days 00:00:28.378000,0 days 00:00:27.630000,0 days 01:52:23.246000,0 days 01:52:51.624000,0 days 01:53:19.254000,,247,273,277,TRUE,MEDIUM,14,TRUE,Alpine,0 days 01:51:56.963000,52:57.0,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:56:03.629000,OCO,31,0 days 00:01:22.081000,34,2,,,0 days 00:00:26.176000,0 days 00:00:28.341000,0 days 00:00:27.564000,0 days 01:55:07.723000,0 days 01:55:36.064000,0 days 01:56:03.628000,,247,272,276,TRUE,MEDIUM,16,TRUE,Alpine,0 days 01:54:41.548000,55:41.6,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:57:25.707000,OCO,31,0 days 00:01:22.078000,35,2,,,0 days 00:00:26.196000,0 days 00:00:28.305000,0 days 00:00:27.577000,0 days 01:56:29.824000,0 days 01:56:58.129000,0 days 01:57:25.706000,,248,273,277,TRUE,MEDIUM,17,TRUE,Alpine,0 days 01:56:03.629000,57:03.6,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:58:47.758000,OCO,31,0 days 00:01:22.051000,36,2,,,0 days 00:00:26.264000,0 days 00:00:28.263000,0 days 00:00:27.524000,0 days 01:57:51.970000,0 days 01:58:20.233000,0 days 01:58:47.757000,210,248,273,276,TRUE,MEDIUM,18,TRUE,Alpine,0 days 01:57:25.707000,58:25.7,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:00:09.645000,OCO,31,0 days 00:01:21.887000,37,2,,,0 days 00:00:26.226000,0 days 00:00:28.210000,0 days 00:00:27.451000,0 days 01:59:13.983000,0 days 01:59:42.193000,0 days 02:00:09.644000,212,247,273,276,TRUE,MEDIUM,19,TRUE,Alpine,0 days 01:58:47.758000,59:47.8,1,11,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:06:50.399000,ZHO,24,0 days 00:02:28.409000,2,1,,,0 days 00:00:52.154000,0 days 00:00:45.587000,0 days 00:00:50.668000,0 days 01:05:14.145000,0 days 01:05:59.732000,0 days 01:06:50.400000,172,96,118,170,TRUE,INTERMEDIATE,2,TRUE,Alfa Romeo,0 days 01:04:21.990000,05:22.0,4,18,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:09:05.467000,ZHO,24,0 days 00:02:15.068000,3,1,,,0 days 00:00:42.271000,0 days 00:00:45.027000,0 days 00:00:47.770000,0 days 01:07:32.671000,0 days 01:08:17.698000,0 days 01:09:05.468000,174,82,170,98,TRUE,INTERMEDIATE,3,TRUE,Alfa Romeo,0 days 01:06:50.399000,07:50.4,4,18,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:11:13.113000,ZHO,24,0 days 00:02:07.646000,4,1,,,0 days 00:00:40.148000,0 days 00:00:40.341000,0 days 00:00:47.157000,0 days 01:09:45.616000,0 days 01:10:25.957000,0 days 01:11:13.114000,181,168,264,125,TRUE,INTERMEDIATE,4,TRUE,Alfa Romeo,0 days 01:09:05.467000,10:05.5,41,18,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:12:51.570000,ZHO,24,0 days 00:01:38.457000,5,1,,,0 days 00:00:31.928000,0 days 00:00:33.194000,0 days 00:00:33.335000,0 days 01:11:45.042000,0 days 01:12:18.236000,0 days 01:12:51.571000,193,243,264,222,TRUE,INTERMEDIATE,5,TRUE,Alfa Romeo,0 days 01:11:13.113000,12:13.1,1,18,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:14:26.730000,ZHO,24,0 days 00:01:35.160000,6,1,,,0 days 00:00:30.745000,0 days 00:00:32.252000,0 days 00:00:32.163000,0 days 01:13:22.316000,0 days 01:13:54.568000,0 days 01:14:26.731000,199,244,267,232,TRUE,INTERMEDIATE,6,TRUE,Alfa Romeo,0 days 01:12:51.570000,13:51.6,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:16:00.008000,ZHO,24,0 days 00:01:33.278000,7,1,,,0 days 00:00:29.729000,0 days 00:00:31.816000,0 days 00:00:31.733000,0 days 01:14:56.460000,0 days 01:15:28.276000,0 days 01:16:00.009000,198,244,269,232,TRUE,INTERMEDIATE,7,TRUE,Alfa Romeo,0 days 01:14:26.730000,15:26.7,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:17:33.062000,ZHO,24,0 days 00:01:33.054000,8,1,,,0 days 00:00:29.537000,0 days 00:00:31.814000,0 days 00:00:31.703000,0 days 01:16:29.546000,0 days 01:17:01.360000,0 days 01:17:33.063000,204,245,267,241,TRUE,INTERMEDIATE,8,TRUE,Alfa Romeo,0 days 01:16:00.008000,17:00.0,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:19:06.097000,ZHO,24,0 days 00:01:33.035000,9,1,,,0 days 00:00:29.331000,0 days 00:00:32.083000,0 days 00:00:31.621000,0 days 01:18:02.394000,0 days 01:18:34.477000,0 days 01:19:06.098000,202,245,271,231,TRUE,INTERMEDIATE,9,TRUE,Alfa Romeo,0 days 01:17:33.062000,18:33.1,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:36:53.650000,ZHO,24,0 days 00:01:28.183000,20,2,,,0 days 00:00:28.897000,0 days 00:00:30.045000,0 days 00:00:29.241000,0 days 01:35:54.365000,0 days 01:36:24.410000,0 days 01:36:53.651000,205,251,273,249,TRUE,MEDIUM,2,TRUE,Alfa Romeo,0 days 01:35:25.467000,36:25.5,1,18,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:38:20.149000,ZHO,24,0 days 00:01:26.499000,21,2,,,0 days 00:00:27.889000,0 days 00:00:29.682000,0 days 00:00:28.928000,0 days 01:37:21.540000,0 days 01:37:51.222000,0 days 01:38:20.150000,209,249,274,266,TRUE,MEDIUM,3,TRUE,Alfa Romeo,0 days 01:36:53.650000,37:53.7,1,18,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:39:45.270000,ZHO,24,0 days 00:01:25.121000,22,2,,,0 days 00:00:27.310000,0 days 00:00:29.347000,0 days 00:00:28.464000,0 days 01:38:47.460000,0 days 01:39:16.807000,0 days 01:39:45.271000,207,246,273,269,TRUE,MEDIUM,4,TRUE,Alfa Romeo,0 days 01:38:20.149000,39:20.2,1,18,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:41:09.337000,ZHO,24,0 days 00:01:24.067000,23,2,,,0 days 00:00:26.824000,0 days 00:00:29.033000,0 days 00:00:28.210000,0 days 01:40:12.095000,0 days 01:40:41.128000,0 days 01:41:09.338000,212,252,274,282,TRUE,MEDIUM,5,TRUE,Alfa Romeo,0 days 01:39:45.270000,40:45.3,1,18,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:43:57.590000,ZHO,24,0 days 00:01:23.521000,25,2,,,0 days 00:00:26.750000,0 days 00:00:28.745000,0 days 00:00:28.026000,0 days 01:43:00.820000,0 days 01:43:29.565000,0 days 01:43:57.591000,211,251,276,283,TRUE,MEDIUM,7,TRUE,Alfa Romeo,0 days 01:42:34.069000,43:34.1,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:46:44.664000,ZHO,24,0 days 00:01:23.276000,27,2,,,0 days 00:00:26.599000,0 days 00:00:28.742000,0 days 00:00:27.935000,0 days 01:45:47.988000,0 days 01:46:16.730000,0 days 01:46:44.665000,210,248,274,280,TRUE,MEDIUM,9,TRUE,Alfa Romeo,0 days 01:45:21.388000,46:21.4,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:48:07.465000,ZHO,24,0 days 00:01:22.801000,28,2,,,0 days 00:00:26.452000,0 days 00:00:28.623000,0 days 00:00:27.726000,0 days 01:47:11.117000,0 days 01:47:39.740000,0 days 01:48:07.466000,213,250,274,283,TRUE,MEDIUM,10,TRUE,Alfa Romeo,0 days 01:46:44.664000,47:44.7,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:50:54.338000,ZHO,24,0 days 00:01:22.479000,30,2,,,0 days 00:00:26.253000,0 days 00:00:28.443000,0 days 00:00:27.783000,0 days 01:49:58.113000,0 days 01:50:26.556000,0 days 01:50:54.339000,213,253,276,286,TRUE,MEDIUM,12,TRUE,Alfa Romeo,0 days 01:49:31.859000,50:31.9,1,17,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:53:39.308000,ZHO,24,0 days 00:01:21.813000,32,2,,,0 days 00:00:26.101000,0 days 00:00:28.217000,0 days 00:00:27.495000,0 days 01:52:43.597000,0 days 01:53:11.814000,0 days 01:53:39.309000,213,253,275,287,TRUE,MEDIUM,14,TRUE,Alfa Romeo,0 days 01:52:17.495000,53:17.5,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:03:15.977000,ZHO,24,0 days 00:01:21.499000,39,2,,,0 days 00:00:25.763000,0 days 00:00:28.335000,0 days 00:00:27.401000,0 days 02:02:20.242000,0 days 02:02:48.577000,0 days 02:03:15.978000,215,253,282,288,TRUE,MEDIUM,21,TRUE,Alfa Romeo,0 days 02:01:54.478000,02:54.5,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:04:37.337000,ZHO,24,0 days 00:01:21.360000,40,2,,,0 days 00:00:25.700000,0 days 00:00:28.209000,0 days 00:00:27.451000,0 days 02:03:41.678000,0 days 02:04:09.887000,0 days 02:04:37.338000,211,247,273,274,TRUE,MEDIUM,22,TRUE,Alfa Romeo,0 days 02:03:15.977000,04:16.0,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:33:13.427000,ZHO,24,0 days 00:01:21.286000,61,2,,,0 days 00:00:25.935000,0 days 00:00:28.107000,0 days 00:00:27.244000,0 days 02:32:18.077000,0 days 02:32:46.184000,0 days 02:33:13.428000,218,253,275,283,TRUE,MEDIUM,43,TRUE,Alfa Romeo,0 days 02:31:52.141000,32:52.2,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:09:04.246000,LAT,6,0 days 00:02:15.580000,3,1,,,0 days 00:00:40.828000,0 days 00:00:46.025000,0 days 00:00:48.727000,0 days 01:07:29.483000,0 days 01:08:15.508000,0 days 01:09:04.235000,187,96,192,106,TRUE,INTERMEDIATE,3,TRUE,Williams,0 days 01:06:48.666000,07:48.7,4,16,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:11:12.008000,LAT,6,0 days 00:02:07.762000,4,1,,,0 days 00:00:39.233000,0 days 00:00:40.990000,0 days 00:00:47.539000,0 days 01:09:43.468000,0 days 01:10:24.458000,0 days 01:11:11.997000,191,179,265,126,TRUE,INTERMEDIATE,4,TRUE,Williams,0 days 01:09:04.246000,10:04.3,41,16,FALSE,,FALSE,FALSE,Emilia Romagna,2022
0 days 01:12:50.474000,LAT,6,0 days 00:01:38.466000,5,1,,,0 days 00:00:32.065000,0 days 00:00:33.346000,0 days 00:00:33.055000,0 days 01:11:44.062000,0 days 01:12:17.408000,0 days 01:12:50.463000,195,245,269,215,TRUE,INTERMEDIATE,5,TRUE,Williams,0 days 01:11:12.008000,12:12.0,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:14:25.659000,LAT,6,0 days 00:01:35.185000,6,1,,,0 days 00:00:30.896000,0 days 00:00:32.190000,0 days 00:00:32.099000,0 days 01:13:21.359000,0 days 01:13:53.549000,0 days 01:14:25.648000,194,246,270,232,TRUE,INTERMEDIATE,6,TRUE,Williams,0 days 01:12:50.474000,13:50.5,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:15:59.192000,LAT,6,0 days 00:01:33.533000,7,1,,,0 days 00:00:29.921000,0 days 00:00:31.687000,0 days 00:00:31.925000,0 days 01:14:55.569000,0 days 01:15:27.256000,0 days 01:15:59.181000,198,248,268,241,TRUE,INTERMEDIATE,7,TRUE,Williams,0 days 01:14:25.659000,15:25.7,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:17:31.850000,LAT,6,0 days 00:01:32.658000,8,1,,,0 days 00:00:29.514000,0 days 00:00:31.586000,0 days 00:00:31.558000,0 days 01:16:28.695000,0 days 01:17:00.281000,0 days 01:17:31.839000,200,246,270,239,TRUE,INTERMEDIATE,8,TRUE,Williams,0 days 01:15:59.192000,16:59.2,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:36:52.616000,LAT,6,0 days 00:01:29.130000,20,2,,,0 days 00:00:29.442000,0 days 00:00:30.321000,0 days 00:00:29.367000,0 days 01:35:52.917000,0 days 01:36:23.238000,0 days 01:36:52.605000,199,249,272,279,TRUE,MEDIUM,2,TRUE,Williams,0 days 01:35:23.486000,36:23.5,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:38:18.559000,LAT,6,0 days 00:01:25.943000,21,2,,,0 days 00:00:28.091000,0 days 00:00:29.136000,0 days 00:00:28.716000,0 days 01:37:20.696000,0 days 01:37:49.832000,0 days 01:38:18.548000,205,253,273,286,TRUE,MEDIUM,3,TRUE,Williams,0 days 01:36:52.616000,37:52.6,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:39:43.755000,LAT,6,0 days 00:01:25.196000,22,2,,,0 days 00:00:27.760000,0 days 00:00:28.928000,0 days 00:00:28.508000,0 days 01:38:46.308000,0 days 01:39:15.236000,0 days 01:39:43.744000,207,253,273,285,TRUE,MEDIUM,4,TRUE,Williams,0 days 01:38:18.559000,39:18.6,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:41:08.572000,LAT,6,0 days 00:01:24.817000,23,2,,,0 days 00:00:27.536000,0 days 00:00:28.841000,0 days 00:00:28.440000,0 days 01:40:11.280000,0 days 01:40:40.121000,0 days 01:41:08.561000,206,251,273,284,TRUE,MEDIUM,5,TRUE,Williams,0 days 01:39:43.755000,40:43.8,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:42:33.084000,LAT,6,0 days 00:01:24.512000,24,2,,,0 days 00:00:27.315000,0 days 00:00:28.803000,0 days 00:00:28.394000,0 days 01:41:35.876000,0 days 01:42:04.679000,0 days 01:42:33.073000,210,253,274,275,TRUE,MEDIUM,6,TRUE,Williams,0 days 01:41:08.572000,42:08.6,12,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:43:57.154000,LAT,6,0 days 00:01:24.070000,25,2,,,0 days 00:00:27.163000,0 days 00:00:28.653000,0 days 00:00:28.254000,0 days 01:43:00.236000,0 days 01:43:28.889000,0 days 01:43:57.143000,209,250,274,282,TRUE,MEDIUM,7,TRUE,Williams,0 days 01:42:33.084000,43:33.1,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:45:20.616000,LAT,6,0 days 00:01:23.462000,26,2,,,0 days 00:00:26.819000,0 days 00:00:28.633000,0 days 00:00:28.010000,0 days 01:44:23.962000,0 days 01:44:52.595000,0 days 01:45:20.605000,208,254,275,283,TRUE,MEDIUM,8,TRUE,Williams,0 days 01:43:57.154000,44:57.2,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:46:44.032000,LAT,6,0 days 00:01:23.416000,27,2,,,0 days 00:00:26.805000,0 days 00:00:28.695000,0 days 00:00:27.916000,0 days 01:45:47.410000,0 days 01:46:16.105000,0 days 01:46:44.021000,206,250,275,280,TRUE,MEDIUM,9,TRUE,Williams,0 days 01:45:20.616000,46:20.6,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:48:06.909000,LAT,6,0 days 00:01:22.877000,28,2,,,0 days 00:00:26.643000,0 days 00:00:28.394000,0 days 00:00:27.840000,0 days 01:47:10.664000,0 days 01:47:39.058000,0 days 01:48:06.898000,211,252,275,283,TRUE,MEDIUM,10,TRUE,Williams,0 days 01:46:44.032000,47:44.0,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:49:29.604000,LAT,6,0 days 00:01:22.695000,29,2,,,0 days 00:00:26.513000,0 days 00:00:28.474000,0 days 00:00:27.708000,0 days 01:48:33.411000,0 days 01:49:01.885000,0 days 01:49:29.593000,,252,275,277,TRUE,MEDIUM,11,TRUE,Williams,0 days 01:48:06.909000,49:06.9,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:52:16.120000,LAT,6,0 days 00:01:22.252000,31,2,,,0 days 00:00:26.408000,0 days 00:00:28.359000,0 days 00:00:27.485000,0 days 01:51:20.265000,0 days 01:51:48.624000,0 days 01:52:16.109000,214,253,276,283,TRUE,MEDIUM,13,TRUE,Williams,0 days 01:50:53.868000,51:53.9,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:55:00.730000,LAT,6,0 days 00:01:22.052000,33,2,,,0 days 00:00:26.401000,0 days 00:00:28.339000,0 days 00:00:27.312000,0 days 01:54:05.068000,0 days 01:54:33.407000,0 days 01:55:00.719000,211,254,276,283,TRUE,MEDIUM,15,TRUE,Williams,0 days 01:53:38.678000,54:38.7,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 01:57:44.690000,LAT,6,0 days 00:01:21.899000,35,2,,,0 days 00:00:26.285000,0 days 00:00:28.195000,0 days 00:00:27.419000,0 days 01:56:49.065000,0 days 01:57:17.260000,0 days 01:57:44.679000,211,254,275,281,TRUE,MEDIUM,17,TRUE,Williams,0 days 01:56:22.791000,57:22.8,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:01:53.404000,LAT,6,0 days 00:01:21.724000,38,2,,,0 days 00:00:26.199000,0 days 00:00:28.141000,0 days 00:00:27.384000,0 days 02:00:57.868000,0 days 02:01:26.009000,0 days 02:01:53.393000,,254,277,283,TRUE,MEDIUM,20,TRUE,Williams,0 days 02:00:31.680000,01:31.7,1,15,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:11:28.485000,LAT,6,0 days 00:01:21.579000,45,2,,,0 days 00:00:25.977000,0 days 00:00:28.209000,0 days 00:00:27.393000,0 days 02:10:32.872000,0 days 02:11:01.081000,0 days 02:11:28.474000,213,255,277,282,TRUE,MEDIUM,27,TRUE,Williams,0 days 02:10:06.906000,11:06.9,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:15:33.717000,LAT,6,0 days 00:01:21.567000,48,2,,,0 days 00:00:25.944000,0 days 00:00:28.307000,0 days 00:00:27.316000,0 days 02:14:38.083000,0 days 02:15:06.390000,0 days 02:15:33.706000,,256,278,288,TRUE,MEDIUM,30,TRUE,Williams,0 days 02:14:12.150000,15:12.2,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:22:21.969000,LAT,6,0 days 00:01:21.460000,53,2,,,0 days 00:00:25.987000,0 days 00:00:28.117000,0 days 00:00:27.356000,0 days 02:21:26.485000,0 days 02:21:54.602000,0 days 02:22:21.958000,217,256,278,286,TRUE,MEDIUM,35,TRUE,Williams,0 days 02:21:00.509000,22:00.5,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
0 days 02:31:54.794000,LAT,6,0 days 00:01:21.353000,60,2,,,0 days 00:00:25.917000,0 days 00:00:28.086000,0 days 00:00:27.350000,0 days 02:30:59.347000,0 days 02:31:27.433000,0 days 02:31:54.783000,,255,278,286,TRUE,MEDIUM,42,TRUE,Williams,0 days 02:30:33.441000,31:33.5,1,16,FALSE,,FALSE,TRUE,Emilia Romagna,2022
